age,sex,area,region,year,count
5-9,Female,Rural,East,2008,89777
10-14,Female,Rural,East,2008,96617
15-17,Female,Rural,East,2008,61549
2-4,Male,Rural,East,2008,57719
5-9,Male,Rural,East,2008,94001
10-14,Male,Rural,East,2008,100552
15-17,Male,Rural,East,2008,62288
2-4,Female,Urban,East,2008,34480
5-9,Female,Urban,East,2008,62294
10-14,Female,Urban,East,2008,64080
15-17,Female,Urban,East,2008,40512
2-4,Male,Urban,East,2008,36820
5-9,Male,Urban,East,2008,63455
10-14,Male,Urban,East,2008,65406
15-17,Male,Urban,East,2008,41493
2-4,Female,Rural,Northeast,2008,322318
5-9,Female,Rural,Northeast,2008,579675
10-14,Female,Rural,Northeast,2008,622749
15-17,Female,Rural,Northeast,2008,347784
2-4,Male,Rural,Northeast,2008,338067
5-9,Male,Rural,Northeast,2008,627767
10-14,Male,Rural,Northeast,2008,633988
15-17,Male,Rural,Northeast,2008,357021
2-4,Female,Urban,Northeast,2008,105151
5-9,Female,Urban,Northeast,2008,190406
10-14,Female,Urban,Northeast,2008,208443
15-17,Female,Urban,Northeast,2008,114872
2-4,Male,Urban,Northeast,2008,108249
5-9,Male,Urban,Northeast,2008,198934
10-14,Male,Urban,Northeast,2008,211268
15-17,Male,Urban,Northeast,2008,118687
2-4,Female,Rural,South,2008,136038
5-9,Female,Rural,South,2008,230525
10-14,Female,Rural,South,2008,242193
15-17,Female,Rural,South,2008,146348
2-4,Male,Rural,South,2008,143057
5-9,Male,Rural,South,2008,246663
10-14,Male,Rural,South,2008,251452
15-17,Male,Rural,South,2008,147338
2-4,Female,Urban,South,2008,55410
5-9,Female,Urban,South,2008,100901
10-14,Female,Urban,South,2008,103342
15-17,Female,Urban,South,2008,64758
2-4,Male,Urban,South,2008,55720
5-9,Male,Urban,South,2008,99818
10-14,Male,Urban,South,2008,100123
15-17,Male,Urban,South,2008,60643
2-4,Female,Rural,West,2008,44977
5-9,Female,Rural,West,2008,83152
10-14,Female,Rural,West,2008,88591
15-17,Female,Rural,West,2008,51290
2-4,Male,Rural,West,2008,49457
5-9,Male,Rural,West,2008,91191
10-14,Male,Rural,West,2008,89955
15-17,Male,Rural,West,2008,56068
2-4,Female,Urban,West,2008,21629
5-9,Female,Urban,West,2008,36679
10-14,Female,Urban,West,2008,40288
15-17,Female,Urban,West,2008,22719
2-4,Male,Urban,West,2008,21417
5-9,Male,Urban,West,2008,37736
10-14,Male,Urban,West,2008,39654
15-17,Male,Urban,West,2008,24139
2-4,Female,Rural,Bangkok,2009,0
5-9,Female,Rural,Bangkok,2009,0
10-14,Female,Rural,Bangkok,2009,0
15-17,Female,Rural,Bangkok,2009,0
2-4,Male,Rural,Bangkok,2009,0
5-9,Male,Rural,Bangkok,2009,0
10-14,Male,Rural,Bangkok,2009,0
15-17,Male,Rural,Bangkok,2009,0
2-4,Female,Urban,Bangkok,2009,93321
5-9,Female,Urban,Bangkok,2009,163376
10-14,Female,Urban,Bangkok,2009,185388
15-17,Female,Urban,Bangkok,2009,149200
2-4,Male,Urban,Bangkok,2009,100212
5-9,Male,Urban,Bangkok,2009,175642
10-14,Male,Urban,Bangkok,2009,193216
15-17,Male,Urban,Bangkok,2009,155782
2-4,Female,Rural,Periphery,2009,34568
5-9,Female,Rural,Periphery,2009,62180
10-14,Female,Rural,Periphery,2009,67916
15-17,Female,Rural,Periphery,2009,52760
2-4,Male,Rural,Periphery,2009,36141
5-9,Male,Rural,Periphery,2009,65460
10-14,Male,Rural,Periphery,2009,72509
15-17,Male,Rural,Periphery,2009,53400
2-4,Female,Urban,Periphery,2009,41678
5-9,Female,Urban,Periphery,2009,74064
10-14,Female,Urban,Periphery,2009,80660
15-17,Female,Urban,Periphery,2009,62004
2-4,Male,Urban,Periphery,2009,42456
5-9,Male,Urban,Periphery,2009,75982
10-14,Male,Urban,Periphery,2009,83758
15-17,Male,Urban,Periphery,2009,61602
2-4,Female,Rural,Central,2009,32390
5-9,Female,Rural,Central,2009,56850
10-14,Female,Rural,Central,2009,60369
15-17,Female,Rural,Central,2009,37951
2-4,Male,Rural,Central,2009,34090
5-9,Male,Rural,Central,2009,61937
10-14,Male,Rural,Central,2009,66127
15-17,Male,Rural,Central,2009,41626
2-4,Female,Urban,Central,2009,19401
5-9,Female,Urban,Central,2009,34001
10-14,Female,Urban,Central,2009,37789
15-17,Female,Urban,Central,2009,23014
2-4,Male,Urban,Central,2009,19788
5-9,Male,Urban,Central,2009,35215
10-14,Male,Urban,Central,2009,36592
15-17,Male,Urban,Central,2009,23190
2-4,Female,Rural,North,2009,137548
5-9,Female,Rural,North,2009,255646
10-14,Female,Rural,North,2009,275176
15-17,Female,Rural,North,2009,165642
2-4,Male,Rural,North,2009,149629
5-9,Male,Rural,North,2009,269712
10-14,Male,Rural,North,2009,287256
15-17,Male,Rural,North,2009,174456
2-4,Female,Urban,North,2009,65121
5-9,Female,Urban,North,2009,122591
10-14,Female,Urban,North,2009,131088
15-17,Female,Urban,North,2009,80396
2-4,Male,Urban,North,2009,66235
5-9,Male,Urban,North,2009,121660
10-14,Male,Urban,North,2009,131074
15-17,Male,Urban,North,2009,79412
2-4,Female,Rural,East,2009,49460
5-9,Female,Rural,East,2009,85366
10-14,Female,Rural,East,2009,91335
15-17,Female,Rural,East,2009,58462
2-4,Male,Rural,East,2009,53751
5-9,Male,Rural,East,2009,90024
10-14,Male,Rural,East,2009,95386
15-17,Male,Rural,East,2009,59657
2-4,Female,Urban,East,2009,36511
5-9,Female,Urban,East,2009,65010
10-14,Female,Urban,East,2009,67950
15-17,Female,Urban,East,2009,43333
2-4,Male,Urban,East,2009,37926
5-9,Male,Urban,East,2009,65610
10-14,Male,Urban,East,2009,68161
15-17,Male,Urban,East,2009,43158
2-4,Female,Rural,Northeast,2009,300221
5-9,Female,Rural,Northeast,2009,547113
10-14,Female,Rural,Northeast,2009,590350
15-17,Female,Rural,Northeast,2009,323491
2-4,Male,Rural,Northeast,2009,315944
5-9,Male,Rural,Northeast,2009,585334
10-14,Male,Rural,Northeast,2009,606159
15-17,Male,Rural,Northeast,2009,330160
2-4,Female,Urban,Northeast,2009,110130
5-9,Female,Urban,Northeast,2009,201845
10-14,Female,Urban,Northeast,2009,219857
15-17,Female,Urban,Northeast,2009,119323
2-4,Male,Urban,Northeast,2009,113141
5-9,Male,Urban,Northeast,2009,208471
10-14,Male,Urban,Northeast,2009,222095
15-17,Male,Urban,Northeast,2009,120303
2-4,Female,Rural,South,2009,128073
5-9,Female,Rural,South,2009,222154
10-14,Female,Rural,South,2009,230995
15-17,Female,Rural,South,2009,140019
2-4,Male,Rural,South,2009,135693
5-9,Male,Rural,South,2009,237051
10-14,Male,Rural,South,2009,241481
15-17,Male,Rural,South,2009,142753
2-4,Female,Urban,South,2009,57950
5-9,Female,Urban,South,2009,104548
10-14,Female,Urban,South,2009,107198
15-17,Female,Urban,South,2009,66185
2-4,Male,Urban,South,2009,58009
5-9,Male,Urban,South,2009,103469
10-14,Male,Urban,South,2009,104544
15-17,Male,Urban,South,2009,62874
2-4,Female,Rural,West,2009,42537
5-9,Female,Rural,West,2009,78338
10-14,Female,Rural,West,2009,83588
15-17,Female,Rural,West,2009,48779
2-4,Male,Rural,West,2009,46489
5-9,Male,Rural,West,2009,85079
10-14,Male,Rural,West,2009,86461
15-17,Male,Rural,West,2009,53161
2-4,Female,Urban,West,2009,21534
5-9,Female,Urban,West,2009,37924
10-14,Female,Urban,West,2009,41087
15-17,Female,Urban,West,2009,23686
2-4,Male,Urban,West,2009,21657
5-9,Male,Urban,West,2009,38658
10-14,Male,Urban,West,2009,40727
15-17,Male,Urban,West,2009,24707
2-4,Female,Rural,Bangkok,2010,0
5-9,Female,Rural,Bangkok,2010,0
10-14,Female,Rural,Bangkok,2010,0
15-17,Female,Rural,Bangkok,2010,0
2-4,Male,Rural,Bangkok,2010,0
5-9,Male,Rural,Bangkok,2010,0
10-14,Male,Rural,Bangkok,2010,0
15-17,Male,Rural,Bangkok,2010,0
2-4,Female,Urban,Bangkok,2010,90798
5-9,Female,Urban,Bangkok,2010,162654
10-14,Female,Urban,Bangkok,2010,183936
15-17,Female,Urban,Bangkok,2010,151387
2-4,Male,Urban,Bangkok,2010,98436
5-9,Male,Urban,Bangkok,2010,173572
10-14,Male,Urban,Bangkok,2010,194201
15-17,Male,Urban,Bangkok,2010,159487
2-4,Female,Rural,Periphery,2010,34361
5-9,Female,Rural,Periphery,2010,62832
10-14,Female,Rural,Periphery,2010,69308
15-17,Female,Rural,Periphery,2010,53772
2-4,Male,Rural,Periphery,2010,36260
5-9,Male,Rural,Periphery,2010,65099
10-14,Male,Rural,Periphery,2010,73559
15-17,Male,Rural,Periphery,2010,54208
2-4,Female,Urban,Periphery,2010,41922
5-9,Female,Urban,Periphery,2010,76660
10-14,Female,Urban,Periphery,2010,84561
15-17,Female,Urban,Periphery,2010,65605
2-4,Male,Urban,Periphery,2010,42764
5-9,Male,Urban,Periphery,2010,76777
10-14,Male,Urban,Periphery,2010,86754
15-17,Male,Urban,Periphery,2010,63931
2-4,Female,Rural,Central,2010,30309
5-9,Female,Rural,Central,2010,55414
10-14,Female,Rural,Central,2010,59627
15-17,Female,Rural,Central,2010,36703
2-4,Male,Rural,Central,2010,32965
5-9,Male,Rural,Central,2010,59690
10-14,Male,Rural,Central,2010,64087
15-17,Male,Rural,Central,2010,39681
2-4,Female,Urban,Central,2010,19802
5-9,Female,Urban,Central,2010,36204
10-14,Female,Urban,Central,2010,38956
15-17,Female,Urban,Central,2010,23979
2-4,Male,Urban,Central,2010,20268
5-9,Male,Urban,Central,2010,36699
10-14,Male,Urban,Central,2010,39402
15-17,Male,Urban,Central,2010,24397
2-4,Female,Rural,North,2010,127714
5-9,Female,Rural,North,2010,238079
10-14,Female,Rural,North,2010,258428
15-17,Female,Rural,North,2010,155507
2-4,Male,Rural,North,2010,137051
5-9,Male,Rural,North,2010,253099
10-14,Male,Rural,North,2010,272932
15-17,Male,Rural,North,2010,164090
2-4,Female,Urban,North,2010,69399
5-9,Female,Urban,North,2010,129371
10-14,Female,Urban,North,2010,140428
15-17,Female,Urban,North,2010,84502
2-4,Male,Urban,North,2010,69849
5-9,Male,Urban,North,2010,128995
10-14,Male,Urban,North,2010,139103
15-17,Male,Urban,North,2010,83630
2-4,Female,Rural,East,2010,45922
5-9,Female,Rural,East,2010,80583
10-14,Female,Rural,East,2010,85625
15-17,Female,Rural,East,2010,55078
2-4,Male,Rural,East,2010,49335
5-9,Male,Rural,East,2010,85740
10-14,Male,Rural,East,2010,89793
15-17,Male,Rural,East,2010,56745
2-4,Female,Urban,East,2010,38674
5-9,Female,Urban,East,2010,67864
10-14,Female,Urban,East,2010,72110
15-17,Female,Urban,East,2010,46385
2-4,Male,Urban,East,2010,39052
5-9,Male,Urban,East,2010,67868
10-14,Male,Urban,East,2010,71076
15-17,Male,Urban,East,2010,44917
2-4,Female,Rural,Northeast,2010,276676
5-9,Female,Rural,Northeast,2010,513323
10-14,Female,Rural,Northeast,2010,556528
15-17,Female,Rural,Northeast,2010,297589
2-4,Male,Rural,Northeast,2010,292456
5-9,Male,Rural,Northeast,2010,540431
10-14,Male,Rural,Northeast,2010,577835
15-17,Male,Rural,Northeast,2010,301594
2-4,Female,Urban,Northeast,2010,115391
5-9,Female,Urban,Northeast,2010,214088
10-14,Female,Urban,Northeast,2010,232108
15-17,Female,Urban,Northeast,2010,124113
2-4,Male,Urban,Northeast,2010,118296
5-9,Male,Urban,Northeast,2010,218601
10-14,Male,Urban,Northeast,2010,233730
15-17,Male,Urban,Northeast,2010,121993
2-4,Female,Rural,South,2010,119445
5-9,Female,Rural,South,2010,213394
10-14,Female,Rural,South,2010,219156
15-17,Female,Rural,South,2010,133222
2-4,Male,Rural,South,2010,127759
5-9,Male,Rural,South,2010,226909
10-14,Male,Rural,South,2010,231008
15-17,Male,Rural,South,2010,137961
2-4,Female,Urban,South,2010,60652
5-9,Female,Urban,South,2010,108358
10-14,Female,Urban,South,2010,111284
15-17,Female,Urban,South,2010,67648
2-4,Male,Urban,South,2010,60433
5-9,Male,Urban,South,2010,107334
10-14,Male,Urban,South,2010,109273
15-17,Male,Urban,South,2010,65259
2-4,Female,Rural,West,2010,39863
5-9,Female,Rural,West,2010,73209
10-14,Female,Rural,West,2010,78221
15-17,Female,Rural,West,2010,46103
2-4,Male,Rural,West,2010,43257
5-9,Male,Rural,West,2010,78364
10-14,Male,Rural,West,2010,82777
15-17,Male,Rural,West,2010,49999
2-4,Female,Urban,West,2010,21421
5-9,Female,Urban,West,2010,39340
10-14,Female,Urban,West,2010,42033
15-17,Female,Urban,West,2010,24774
2-4,Male,Urban,West,2010,21922
5-9,Male,Urban,West,2010,39714
10-14,Male,Urban,West,2010,41950
15-17,Male,Urban,West,2010,25339
2-4,Female,Rural,Bangkok,2011,0
5-9,Female,Rural,Bangkok,2011,0
10-14,Female,Rural,Bangkok,2011,0
15-17,Female,Rural,Bangkok,2011,0
2-4,Male,Rural,Bangkok,2011,0
5-9,Male,Rural,Bangkok,2011,0
10-14,Male,Rural,Bangkok,2011,0
15-17,Male,Rural,Bangkok,2011,0
2-4,Female,Urban,Bangkok,2011,98989
5-9,Female,Urban,Bangkok,2011,158845
10-14,Female,Urban,Bangkok,2011,175750
15-17,Female,Urban,Bangkok,2011,140978
2-4,Male,Urban,Bangkok,2011,108174
5-9,Male,Urban,Bangkok,2011,169143
10-14,Male,Urban,Bangkok,2011,185030
15-17,Male,Urban,Bangkok,2011,150823
2-4,Female,Rural,Periphery,2011,33479
5-9,Female,Rural,Periphery,2011,60370
10-14,Female,Rural,Periphery,2011,65666
15-17,Female,Rural,Periphery,2011,50594
2-4,Male,Rural,Periphery,2011,34830
5-9,Male,Rural,Periphery,2011,61199
10-14,Male,Rural,Periphery,2011,68442
15-17,Male,Rural,Periphery,2011,50644
2-4,Female,Urban,Periphery,2011,43413
5-9,Female,Urban,Periphery,2011,78282
10-14,Female,Urban,Periphery,2011,85150
15-17,Female,Urban,Periphery,2011,65605
2-4,Male,Urban,Periphery,2011,45165
5-9,Male,Urban,Periphery,2011,79357
10-14,Male,Urban,Periphery,2011,88750
15-17,Male,Urban,Periphery,2011,65671
2-4,Female,Rural,Central,2011,29316
5-9,Female,Rural,Central,2011,53695
10-14,Female,Rural,Central,2011,58188
15-17,Female,Rural,Central,2011,36076
2-4,Male,Rural,Central,2011,30991
5-9,Male,Rural,Central,2011,56672
10-14,Male,Rural,Central,2011,61182
15-17,Male,Rural,Central,2011,37654
2-4,Female,Urban,Central,2011,19941
5-9,Female,Urban,Central,2011,36525
10-14,Female,Urban,Central,2011,39581
15-17,Female,Urban,Central,2011,24540
2-4,Male,Urban,Central,2011,21080
5-9,Male,Urban,Central,2011,38550
10-14,Male,Urban,Central,2011,41617
15-17,Male,Urban,Central,2011,25613
2-4,Female,Rural,North,2011,122106
5-9,Female,Rural,North,2011,232316
10-14,Female,Rural,North,2011,254542
15-17,Female,Rural,North,2011,156773
2-4,Male,Rural,North,2011,128101
5-9,Male,Rural,North,2011,241997
10-14,Male,Rural,North,2011,263261
15-17,Male,Rural,North,2011,161608
2-4,Female,Urban,North,2011,67079
5-9,Female,Urban,North,2011,127622
10-14,Female,Urban,North,2011,139832
15-17,Female,Urban,North,2011,86123
2-4,Male,Urban,North,2011,70372
5-9,Male,Urban,North,2011,132940
10-14,Male,Urban,North,2011,144622
15-17,Male,Urban,North,2011,88779
2-4,Female,Rural,East,2011,46611
5-9,Female,Rural,East,2011,77526
10-14,Female,Rural,East,2011,82317
15-17,Female,Rural,East,2011,53497
2-4,Male,Rural,East,2011,48625
5-9,Male,Rural,East,2011,80454
10-14,Male,Rural,East,2011,84244
15-17,Male,Rural,East,2011,53567
2-4,Female,Urban,East,2011,41350
5-9,Female,Urban,East,2011,68776
10-14,Female,Urban,East,2011,73027
15-17,Female,Urban,East,2011,47459
2-4,Male,Urban,East,2011,43137
5-9,Male,Urban,East,2011,71374
10-14,Male,Urban,East,2011,74736
15-17,Male,Urban,East,2011,47521
2-4,Female,Rural,Northeast,2011,258986
5-9,Female,Rural,Northeast,2011,490367
10-14,Female,Rural,Northeast,2011,541025
15-17,Female,Rural,Northeast,2011,301521
2-4,Male,Rural,Northeast,2011,270849
5-9,Male,Rural,Northeast,2011,512978
10-14,Male,Rural,Northeast,2011,558845
15-17,Male,Rural,Northeast,2011,303717
2-4,Female,Urban,Northeast,2011,117115
5-9,Female,Urban,Northeast,2011,221748
10-14,Female,Urban,Northeast,2011,244656
15-17,Female,Urban,Northeast,2011,136350
2-4,Male,Urban,Northeast,2011,122480
5-9,Male,Urban,Northeast,2011,231973
10-14,Male,Urban,Northeast,2011,252714
15-17,Male,Urban,Northeast,2011,137343
2-4,Female,Rural,South,2011,122105
5-9,Female,Rural,South,2011,212157
10-14,Female,Rural,South,2011,219230
15-17,Female,Rural,South,2011,133321
2-4,Male,Rural,South,2011,127483
5-9,Male,Rural,South,2011,220741
10-14,Male,Rural,South,2011,226271
15-17,Male,Rural,South,2011,135446
2-4,Female,Urban,South,2011,61583
5-9,Female,Urban,South,2011,107001
10-14,Female,Urban,South,2011,110568
15-17,Female,Urban,South,2011,67240
2-4,Male,Urban,South,2011,64296
5-9,Male,Urban,South,2011,111330
10-14,Male,Urban,South,2011,114119
15-17,Male,Urban,South,2011,68312
2-4,Female,Rural,West,2011,39346
5-9,Female,Rural,West,2011,71891
10-14,Female,Rural,West,2011,77610
15-17,Female,Rural,West,2011,46214
2-4,Male,Rural,West,2011,41685
5-9,Male,Rural,West,2011,75677
10-14,Male,Rural,West,2011,80495
15-17,Male,Rural,West,2011,48751
2-4,Female,Urban,West,2011,21300
5-9,Female,Urban,West,2011,38917
10-14,Female,Urban,West,2011,42013
15-17,Female,Urban,West,2011,25017
2-4,Male,Urban,West,2011,22565
5-9,Male,Urban,West,2011,40967
10-14,Male,Urban,West,2011,43575
15-17,Male,Urban,West,2011,26391
2-4,Female,Rural,Bangkok,2012,0
5-9,Female,Rural,Bangkok,2012,0
10-14,Female,Rural,Bangkok,2012,0
15-17,Female,Rural,Bangkok,2012,0
2-4,Male,Rural,Bangkok,2012,0
5-9,Male,Rural,Bangkok,2012,0
10-14,Male,Rural,Bangkok,2012,0
15-17,Male,Rural,Bangkok,2012,0
2-4,Female,Urban,Bangkok,2012,107522
5-9,Female,Urban,Bangkok,2012,155009
10-14,Female,Urban,Bangkok,2012,169229
15-17,Female,Urban,Bangkok,2012,132156
2-4,Male,Urban,Bangkok,2012,118222
5-9,Male,Urban,Bangkok,2012,164430
10-14,Male,Urban,Bangkok,2012,178557
15-17,Male,Urban,Bangkok,2012,141592
2-4,Female,Rural,Periphery,2012,32401
5-9,Female,Rural,Periphery,2012,57224
10-14,Female,Rural,Periphery,2012,62013
15-17,Female,Rural,Periphery,2012,46953
2-4,Male,Rural,Periphery,2012,33807
5-9,Male,Rural,Periphery,2012,57994
10-14,Male,Rural,Periphery,2012,64416
15-17,Male,Rural,Periphery,2012,47440
2-4,Female,Urban,Periphery,2012,45424
5-9,Female,Urban,Periphery,2012,80224
10-14,Female,Urban,Periphery,2012,86937
15-17,Female,Urban,Periphery,2012,65825
2-4,Male,Urban,Periphery,2012,47394
5-9,Male,Urban,Periphery,2012,81303
10-14,Male,Urban,Periphery,2012,90306
15-17,Male,Urban,Periphery,2012,66507
2-4,Female,Rural,Central,2012,28044
5-9,Female,Rural,Central,2012,51345
10-14,Female,Rural,Central,2012,56000
15-17,Female,Rural,Central,2012,34943
2-4,Male,Rural,Central,2012,29479
5-9,Male,Rural,Central,2012,54408
10-14,Male,Rural,Central,2012,58914
15-17,Male,Rural,Central,2012,36346
2-4,Female,Urban,Central,2012,20437
5-9,Female,Urban,Central,2012,37418
10-14,Female,Urban,Central,2012,40810
15-17,Female,Urban,Central,2012,25465
2-4,Male,Urban,Central,2012,21483
5-9,Male,Urban,Central,2012,39650
10-14,Male,Urban,Central,2012,42933
15-17,Male,Urban,Central,2012,26487
2-4,Female,Rural,North,2012,115503
5-9,Female,Rural,North,2012,224035
10-14,Female,Rural,North,2012,247519
15-17,Female,Rural,North,2012,154870
2-4,Male,Rural,North,2012,121051
5-9,Male,Rural,North,2012,233818
10-14,Male,Rural,North,2012,256289
15-17,Male,Rural,North,2012,159645
2-4,Female,Urban,North,2012,66145
5-9,Female,Urban,North,2012,128297
10-14,Female,Urban,North,2012,141746
15-17,Female,Urban,North,2012,88688
2-4,Male,Urban,North,2012,69322
5-9,Male,Urban,North,2012,133899
10-14,Male,Urban,North,2012,146768
15-17,Male,Urban,North,2012,91423
2-4,Female,Rural,East,2012,46596
5-9,Female,Rural,East,2012,73468
10-14,Female,Rural,East,2012,77950
15-17,Female,Rural,East,2012,50975
2-4,Male,Rural,East,2012,48523
5-9,Male,Rural,East,2012,76458
10-14,Male,Rural,East,2012,80013
15-17,Male,Rural,East,2012,51120
2-4,Female,Urban,East,2012,44868
5-9,Female,Urban,East,2012,70744
10-14,Female,Urban,East,2012,75059
15-17,Female,Urban,East,2012,49085
2-4,Male,Urban,East,2012,46724
5-9,Male,Urban,East,2012,73623
10-14,Male,Urban,East,2012,77046
15-17,Male,Urban,East,2012,49225
2-4,Female,Rural,Northeast,2012,240683
5-9,Female,Rural,Northeast,2012,466719
10-14,Female,Rural,Northeast,2012,519036
15-17,Female,Rural,Northeast,2012,301113
2-4,Male,Rural,Northeast,2012,251183
5-9,Male,Rural,Northeast,2012,489419
10-14,Male,Rural,Northeast,2012,537547
15-17,Male,Rural,Northeast,2012,305048
2-4,Female,Urban,Northeast,2012,119382
5-9,Female,Urban,Northeast,2012,231499
10-14,Female,Urban,Northeast,2012,257449
15-17,Female,Urban,Northeast,2012,149357
2-4,Male,Urban,Northeast,2012,124590
5-9,Male,Urban,Northeast,2012,242759
10-14,Male,Urban,Northeast,2012,266631
15-17,Male,Urban,Northeast,2012,151308
2-4,Female,Rural,South,2012,123578
5-9,Female,Rural,South,2012,208035
10-14,Female,Rural,South,2012,216823
15-17,Female,Rural,South,2012,131757
2-4,Male,Rural,South,2012,128878
5-9,Male,Rural,South,2012,216810
10-14,Male,Rural,South,2012,224153
15-17,Male,Rural,South,2012,134413
2-4,Female,Urban,South,2012,64064
5-9,Female,Urban,South,2012,107847
10-14,Female,Urban,South,2012,112403
15-17,Female,Urban,South,2012,68304
2-4,Male,Urban,South,2012,66812
5-9,Male,Urban,South,2012,112396
10-14,Male,Urban,South,2012,116203
15-17,Male,Urban,South,2012,69681
2-4,Female,Rural,West,2012,38489
5-9,Female,Rural,West,2012,69863
10-14,Female,Rural,West,2012,75977
15-17,Female,Rural,West,2012,45818
2-4,Male,Rural,West,2012,40600
5-9,Male,Rural,West,2012,73769
10-14,Male,Rural,West,2012,78912
15-17,Male,Rural,West,2012,48073
2-4,Female,Urban,West,2012,21586
5-9,Female,Urban,West,2012,39182
10-14,Female,Urban,West,2012,42611
15-17,Female,Urban,West,2012,25696
2-4,Male,Urban,West,2012,22770
5-9,Male,Urban,West,2012,41372
10-14,Male,Urban,West,2012,44257
15-17,Male,Urban,West,2012,26961
2-4,Female,Rural,Bangkok,2013,0
5-9,Female,Rural,Bangkok,2013,0
10-14,Female,Rural,Bangkok,2013,0
15-17,Female,Rural,Bangkok,2013,0
2-4,Male,Rural,Bangkok,2013,0
5-9,Male,Rural,Bangkok,2013,0
10-14,Male,Rural,Bangkok,2013,0
15-17,Male,Rural,Bangkok,2013,0
2-4,Female,Urban,Bangkok,2013,116417
5-9,Female,Urban,Bangkok,2013,150948
